Device 0: NVIDIA GeForce RTX 3060 Laptop GPU; Max thread in blocks: 1024 Total Global Memory: 6143.5 MB Shared Memory per Block: 49152 bytes Constant Memory: 65536 bytes Registers per Block: 65536 Warp Size: 32 Compute Capability: 8.6 Can Map Host Memory: Yes Clock Rate: 1425 MHz L2 Cache Size: 3145728 bytes Multiprocessor Count: 30; Max thread in blocks by axis: (1024, 1024, 64); Max blocks by axis: (2147483647, 65535, 65535);PARAMETR_SIZE: 42; MAX_VALUE_SIZE: 5; NAME_FILE_GRAPH: Parametr_Graph/test42.txt; ANT_SIZE: 500; KOL_ITERATION: 500; KOL_PROGON_STATISTICS: 50; PARAMETR_Q: 1; PARAMETR_RO: 0.999; HASH_TABLE_SIZE: 10000000; MAX_PROBES: 10000; TYPE_ACO: 2; ACOCCyN_KOL_ITERATION: 50; PRINT_INFORMATION: false
Time CUDA opt one:;2306.26; 1773.5; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1744.74; 1738.12; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1748.1; 1741.31; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1753.47; 1746.73; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1756.99; 1750.4; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1754.44; 1747.98; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1757.52; 1750.12; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1755.71; 1749.27; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1759.28; 1752.42; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1755.09; 1748.04; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1762.77; 1755.95; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1755.23; 1748.55; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1764.64; 1757.67; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1760.74; 1753.63; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1757.6; 1750.78; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1754.7; 1747.91; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1754.84; 1747.77; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1759.07; 1752.2; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1761.57; 1754.85; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1762.2; 1755.45; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1765; 1758.41; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1758.04; 1751.28; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1757.34; 1750.55; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1766.41; 1759.12; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1761.47; 1754.65; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1754.67; 1747.7; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1759.04; 1752.02; 0; 0; 0;0.00123005; 1;0;
Time CUDA opt one:;1742.56; 1735.77; 0; 0; 0;0.00123005; 1;0;
